,Location,Land Size,Building Size,Num Rooms,Num Floors,Price ($)
7956,Tangerang,187.0,112.0,7.0,2.0,2928636.81
7957,Depok,136.0,54.0,9.0,3.0,2478077.0
7958,Depok,154.0,142.0,6.0,2.0,3092710.0
7959,Jakarta,83.0,71.0,7.0,3.0,2021189.78
7960,Jakarta,173.0,156.0,2.0,2.0,2799713.94
7961,Jakarta,159.0,65.0,4.0,3.0,2113953.23
7962,Tangerang,82.0,70.0,2.0,3.0,1557234.3599999999
7963,Jakarta,147.0,102.0,3.0,1.0,2214059.38
7964,Depok,110.0,98.0,2.0,3.0,2108288.0
7965,Tangerang,59.0,47.0,5.0,1.0,1431256.86
7966,Tangerang,133.0,121.0,5.0,2.0,2552815.98
7967,Depok,114.0,102.0,3.0,2.0,2278024.0
7968,Jakarta,126.0,114.0,2.0,1.0,2044336.96
7969,Jakarta,50.0,38.0,4.0,3.0,1264168.52
7970,Depok,182.0,170.0,9.0,2.0,3891075.0
7971,Depok,129.0,75.0,3.0,3.0,2074610.0
7972,Depok,64.0,52.0,5.0,3.0,1756815.0
7973,Depok,77.0,65.0,3.0,3.0,1750585.0
7974,Tangerang,72.0,60.0,2.0,2.0,1384434.81
7975,Tangerang,158.0,54.0,2.0,2.0,1804548.24
7976,Jakarta,156.0,111.0,2.0,3.0,2305561.34
7977,Tangerang,194.0,133.0,6.0,1.0,3100665.15
7978,Tangerang,162.0,150.0,2.0,1.0,2639873.61
7979,Tangerang,147.0,135.0,7.0,1.0,2927186.46
7980,Depok,190.0,129.0,5.0,3.0,3094223.0
7981,Tangerang,191.0,112.0,8.0,1.0,3021796.8
7982,Jakarta,188.0,74.0,5.0,2.0,2352632.39
7983,Tangerang,77.0,65.0,6.0,1.0,1772398.98
7984,Depok,91.0,63.0,5.0,1.0,1898046.0
7985,Tangerang,148.0,135.0,5.0,3.0,2904809.4899999998
7986,Jakarta,110.0,68.0,3.0,2.0,1731956.08
7987,Tangerang,172.0,151.0,8.0,2.0,3357328.59
7988,Jakarta,113.0,69.0,8.0,1.0,2159818.34
7989,Depok,80.0,68.0,2.0,3.0,1686731.0
7990,Jakarta,130.0,118.0,7.0,3.0,2749110.92
7991,Jakarta,59.0,47.0,7.0,1.0,1561255.98
7992,Depok,57.0,45.0,3.0,2.0,1340138.0
7993,Jakarta,198.0,66.0,7.0,2.0,2544872.7600000002
7994,Tangerang,108.0,99.0,3.0,2.0,2058111.99
7995,Tangerang,79.0,59.0,8.0,3.0,2028047.67
7996,Jakarta,194.0,182.0,8.0,1.0,3710118.85
7997,Tangerang,69.0,57.0,9.0,3.0,2123035.2
7998,Tangerang,97.0,85.0,8.0,2.0,2408183.91
7999,Depok,179.0,156.0,7.0,3.0,3554944.0
8000,Jakarta,86.0,74.0,5.0,2.0,1846879.94
8001,Tangerang,178.0,82.0,8.0,1.0,2710343.79
8002,Jakarta,181.0,95.0,9.0,2.0,2952209.8
8003,Jakarta,149.0,137.0,4.0,1.0,2601269.14
8004,Tangerang,103.0,91.0,2.0,3.0,1876660.83
8005,Depok,171.0,111.0,4.0,3.0,2716350.0
8006,Depok,74.0,62.0,5.0,3.0,1932942.0
8007,Jakarta,180.0,122.0,6.0,2.0,2895991.18
8008,Depok,58.0,50.0,3.0,1.0,1424195.0
8009,Tangerang,83.0,70.0,9.0,3.0,2329638.3
8010,Tangerang,92.0,71.0,7.0,3.0,2149644.42
8011,Depok,123.0,53.0,7.0,1.0,2156178.0
8012,Depok,143.0,114.0,5.0,2.0,2730805.0
8013,Jakarta,71.0,59.0,7.0,3.0,1871999.65
8014,Depok,119.0,107.0,5.0,2.0,2465608.0
8015,Jakarta,179.0,85.0,9.0,2.0,2864238.8
8016,Tangerang,143.0,78.0,4.0,2.0,2149940.43
8017,Depok,81.0,69.0,6.0,3.0,2093650.0
8018,Jakarta,155.0,143.0,3.0,3.0,2721782.34
8019,Jakarta,193.0,181.0,7.0,1.0,3560418.67
8020,Jakarta,50.0,38.0,6.0,1.0,1341621.3800000001
8021,Jakarta,121.0,90.0,6.0,2.0,2266988.43
8022,Tangerang,99.0,87.0,6.0,3.0,2196073.44
8023,Depok,190.0,97.0,2.0,2.0,2422479.0
8024,Jakarta,64.0,52.0,6.0,1.0,1595306.11
8025,Depok,102.0,90.0,8.0,2.0,2571478.0
8026,Depok,57.0,45.0,5.0,2.0,1576939.0
8027,Tangerang,123.0,111.0,2.0,3.0,2179989.9
8028,Depok,95.0,83.0,8.0,2.0,2413982.0
8029,Tangerang,118.0,106.0,2.0,2.0,2079619.74
8030,Tangerang,163.0,151.0,6.0,3.0,3199954.23
8031,Jakarta,196.0,162.0,7.0,3.0,3561437.7600000002
8032,Tangerang,172.0,117.0,7.0,1.0,2923743.2399999998
8033,Jakarta,188.0,138.0,7.0,3.0,3227659.02
8034,Tangerang,166.0,127.0,7.0,2.0,3028503.06
8035,Tangerang,92.0,80.0,5.0,1.0,1951825.59
8036,Depok,69.0,57.0,9.0,1.0,2086134.0
8037,Jakarta,197.0,56.0,7.0,1.0,2329416.53
8038,Depok,70.0,58.0,3.0,1.0,1556917.0
8039,Tangerang,131.0,85.0,6.0,2.0,2297035.62
8040,Jakarta,106.0,59.0,2.0,2.0,1497593.66
8041,Tangerang,123.0,111.0,3.0,2.0,2248880.04
8042,Tangerang,147.0,85.0,7.0,2.0,2542470.48
8043,Depok,159.0,67.0,3.0,1.0,2029422.0
8044,Jakarta,164.0,152.0,2.0,2.0,2696334.38
8045,Jakarta,91.0,79.0,7.0,1.0,2063419.9
8046,Jakarta,117.0,105.0,3.0,3.0,2176816.64
8047,Tangerang,119.0,107.0,5.0,2.0,2405458.44
8048,Jakarta,127.0,74.0,5.0,3.0,2107147.85
8049,Tangerang,139.0,82.0,6.0,3.0,2403277.47
8050,Tangerang,160.0,136.0,9.0,2.0,3251188.71
8051,Tangerang,161.0,122.0,6.0,1.0,2798582.4899999998
8052,Jakarta,152.0,55.0,8.0,3.0,2340398.2600000002
8053,Depok,194.0,186.0,3.0,2.0,3448384.0
8054,Tangerang,68.0,56.0,2.0,3.0,1366288.11
8055,Depok,119.0,107.0,5.0,3.0,2602926.0
8056,Jakarta,112.0,100.0,4.0,2.0,2113937.07
8057,Jakarta,124.0,112.0,9.0,3.0,2908152.59
8058,Jakarta,153.0,75.0,6.0,1.0,2255053.2600000002
8059,Jakarta,124.0,87.0,8.0,1.0,2427213.82
8060,Jakarta,177.0,165.0,5.0,3.0,3254683.59
8061,Depok,105.0,93.0,8.0,3.0,2670411.0
8062,Jakarta,71.0,59.0,7.0,2.0,1764485.15
8063,Jakarta,138.0,126.0,3.0,1.0,2411162.9
8064,Jakarta,68.0,56.0,8.0,3.0,1951402.82
8065,Jakarta,75.0,63.0,9.0,1.0,2028990.01
8066,Jakarta,72.0,60.0,5.0,3.0,1626130.3
8067,Tangerang,96.0,84.0,5.0,2.0,2006334.99
8068,Tangerang,62.0,50.0,3.0,2.0,1321045.11
8069,Depok,115.0,103.0,6.0,1.0,2498098.0
8070,Jakarta,193.0,119.0,6.0,1.0,2917985.95
8071,Depok,122.0,87.0,4.0,3.0,2281978.0
8072,Depok,126.0,114.0,9.0,3.0,3106985.0
8073,Jakarta,80.0,68.0,4.0,3.0,1663703.31
8074,Jakarta,134.0,122.0,6.0,1.0,2615842.43
8075,Tangerang,108.0,96.0,6.0,2.0,2301033.2399999998
8076,Jakarta,90.0,78.0,9.0,2.0,2348201.52
8077,Tangerang,161.0,159.0,8.0,1.0,3356887.05
8078,Depok,145.0,128.0,9.0,2.0,3268344.0
8079,Depok,171.0,85.0,6.0,1.0,18399591.0
8080,Tangerang,154.0,106.0,6.0,3.0,2667351.06
8081,Tangerang,123.0,111.0,5.0,1.0,2413616.04
8082,Jakarta,181.0,52.0,4.0,2.0,1953546.04
8083,Tangerang,148.0,63.0,3.0,1.0,1885894.56
8084,Tangerang,175.0,83.0,9.0,1.0,2809614.06
8085,Jakarta,187.0,119.0,2.0,1.0,2421325.52
8086,Depok,124.0,118.0,3.0,1.0,2401067.0
8087,Tangerang,63.0,51.0,9.0,2.0,1991288.97
8088,Jakarta,87.0,78.0,7.0,3.0,2109499.13
8089,Jakarta,189.0,97.0,9.0,2.0,3024131.9
8090,Tangerang,94.0,82.0,2.0,2.0,1696566.96
8091,Depok,194.0,128.0,5.0,3.0,3182655.0
8092,Jakarta,124.0,112.0,7.0,2.0,2573614.33
8093,Tangerang,78.0,66.0,4.0,3.0,1778333.04
8094,Depok,67.0,55.0,2.0,3.0,1497949.0
8095,Tangerang,69.0,57.0,6.0,1.0,1705097.79
8096,Jakarta,63.0,51.0,7.0,2.0,1695992.0
8097,Jakarta,103.0,91.0,5.0,3.0,2178138.73
8098,Jakarta,80.0,68.0,9.0,2.0,2189418.41
8099,Tangerang,107.0,77.0,9.0,2.0,2424327.84
8100,Jakarta,153.0,141.0,2.0,3.0,2638721.96
8101,Tangerang,177.0,58.0,6.0,1.0,2273648.85
8102,Depok,74.0,62.0,7.0,3.0,2060861.0
8103,Depok,68.0,56.0,5.0,1.0,1666479.0
8104,Depok,185.0,98.0,9.0,3.0,3229639.0
8105,Depok,52.0,40.0,7.0,3.0,1739458.0
8106,Jakarta,135.0,123.0,2.0,1.0,2254354.34
8107,Jakarta,194.0,125.0,6.0,1.0,2919728.2
8108,Tangerang,191.0,179.0,4.0,2.0,3385251.54
8109,Depok,58.0,46.0,8.0,3.0,1943964.0
8110,Depok,143.0,131.0,5.0,2.0,2880833.0
8111,Tangerang,,82.0,2.0,2.0,2246029.83
8112,Tangerang,188.0,102.0,9.0,1.0,3003065.01
8113,Tangerang,69.0,57.0,6.0,1.0,1671870.42
8114,Tangerang,84.0,67.0,4.0,2.0,1680681.42
8115,Depok,102.0,62.0,7.0,1.0,2177420.0
8116,Jakarta,159.0,123.0,6.0,3.0,2884359.0100000002
8117,Depok,185.0,145.0,8.0,1.0,3480162.0
8118,Tangerang,53.0,41.0,4.0,1.0,1232614.35
8119,Jakarta,151.0,139.0,2.0,3.0,2572430.61
8120,Depok,96.0,84.0,9.0,1.0,2517467.0
8121,Tangerang,143.0,116.0,6.0,2.0,2745310.59
8122,Jakarta,97.0,82.0,8.0,2.0,2238575.11
8123,Jakarta,140.0,51.0,6.0,2.0,1992132.08
8124,Tangerang,133.0,124.0,3.0,1.0,2363820.03
8125,Jakarta,117.0,105.0,5.0,1.0,2222163.62
8126,Depok,188.0,184.0,6.0,1.0,3701571.0
8127,Depok,174.0,162.0,8.0,2.0,3612510.0
8128,Depok,122.0,75.0,4.0,1.0,2067848.0
8129,Jakarta,53.0,41.0,5.0,3.0,1385644.25
8130,Jakarta,125.0,113.0,2.0,1.0,2097430.64
8131,Tangerang,122.0,76.0,8.0,2.0,2372872.59
8132,Tangerang,126.0,114.0,5.0,3.0,2533158.54
8133,Jakarta,97.0,85.0,3.0,3.0,1884006.53
8134,Depok,151.0,70.0,9.0,2.0,2740980.0
8135,Jakarta,155.0,128.0,2.0,3.0,2498255.2
8136,Depok,126.0,114.0,6.0,3.0,2739180.0
8137,Tangerang,88.0,57.0,8.0,3.0,2044789.56
8138,Jakarta,107.0,95.0,7.0,3.0,2445054.46
8139,Jakarta,68.0,52.0,2.0,3.0,1292137.44
8140,Jakarta,137.0,104.0,8.0,1.0,2675708.16
8141,Depok,162.0,150.0,9.0,2.0,3556487.0
8142,Tangerang,126.0,85.0,9.0,2.0,2577293.73
8143,Depok,126.0,55.0,2.0,1.0,1656834.0
8144,Tangerang,77.0,65.0,3.0,1.0,1553936.67
8145,Depok,115.0,91.0,4.0,2.0,2246698.0
8146,Tangerang,59.0,47.0,2.0,2.0,1178917.74
8147,Depok,175.0,161.0,8.0,1.0,3606654.0
8148,Jakarta,107.0,95.0,9.0,1.0,2554362.72
8149,Depok,191.0,99.0,4.0,3.0,2709707.0
8150,Jakarta,174.0,79.0,5.0,1.0,2324114.03
8151,Jakarta,161.0,88.0,7.0,1.0,2484574.75
8152,Jakarta,133.0,121.0,3.0,3.0,2360971.96
8153,Depok,192.0,189.0,9.0,3.0,4153207.0
8154,Jakarta,145.0,108.0,6.0,2.0,2567285.67
8155,Depok,82.0,70.0,9.0,2.0,2401679.0
8156,Tangerang,194.0,181.0,8.0,1.0,3696478.83
8157,Depok,190.0,97.0,8.0,3.0,3096849.0
8158,Depok,96.0,84.0,8.0,3.0,2542018.0
8159,Depok,161.0,130.0,2.0,2.0,2679853.0
8160,Tangerang,193.0,98.0,7.0,2.0,2871349.47
8161,Tangerang,92.0,80.0,7.0,1.0,2110961.16
8162,Tangerang,57.0,45.0,4.0,3.0,1422387.45
8163,Jakarta,52.0,40.0,2.0,2.0,981407.91
8164,Depok,174.0,70.0,8.0,1.0,2621565.0
8165,Depok,61.0,49.0,7.0,1.0,1786878.0
8166,Jakarta,133.0,121.0,9.0,1.0,2940654.39
8167,Jakarta,65.0,53.0,8.0,2.0,1854749.86
8168,Depok,127.0,115.0,8.0,2.0,2946965.0
8169,Jakarta,108.0,77.0,8.0,2.0,2283071.67
8170,Jakarta,112.0,100.0,3.0,2.0,2044801.56
8171,Tangerang,98.0,86.0,6.0,2.0,2132577.81
8172,Jakarta,100.0,88.0,5.0,3.0,2098644.66
8173,Jakarta,82.0,70.0,9.0,3.0,2266009.74
8174,Depok,79.0,67.0,5.0,3.0,1980777.0
8175,Jakarta,125.0,97.0,4.0,3.0,2170825.32
8176,Jakarta,64.0,52.0,7.0,1.0,1642095.37
8177,Jakarta,,119.0,5.0,1.0,2460615.53
8178,Tangerang,141.0,129.0,4.0,3.0,2666540.25
8179,Depok,72.0,60.0,6.0,2.0,1873398.0
8180,Tangerang,143.0,116.0,8.0,3.0,2932452.27
8181,Jakarta,94.0,82.0,9.0,3.0,2389016.63
8182,Depok,111.0,99.0,9.0,1.0,2747225.0
8183,Depok,64.0,59.0,2.0,2.0,1463222.0
8184,Jakarta,95.0,83.0,3.0,1.0,1690396.6
8185,Tangerang,113.0,101.0,6.0,2.0,2413027.98
8186,Jakarta,124.0,112.0,6.0,1.0,2426772.45
8187,Tangerang,101.0,55.0,5.0,3.0,1845957.96
8188,Jakarta,137.0,67.0,5.0,2.0,1984673.23
8189,Depok,106.0,94.0,3.0,1.0,2099752.0
8190,Depok,132.0,120.0,9.0,3.0,3134961.0
8191,Tangerang,115.0,91.0,2.0,1.0,1911336.57
8192,Jakarta,199.0,53.0,6.0,1.0,2254152.34
8193,Tangerang,69.0,57.0,7.0,1.0,1796532.21
8194,Depok,82.0,77.0,5.0,3.0,2064179.0
8195,Depok,121.0,109.0,9.0,2.0,2955694.0
8196,Tangerang,74.0,62.0,6.0,1.0,1776294.63
8197,Tangerang,95.0,72.0,2.0,3.0,1648925.19
8198,Tangerang,122.0,96.0,9.0,1.0,2656221.48
8199,Tangerang,147.0,62.0,4.0,2.0,2016935.91
8200,Tangerang,106.0,94.0,2.0,1.0,1876003.47
8201,Jakarta,136.0,124.0,6.0,3.0,2716922.22
8202,Tangerang,182.0,65.0,6.0,1.0,2355534.72
8203,Tangerang,104.0,92.0,3.0,1.0,1933326.45
8204,Depok,110.0,98.0,9.0,2.0,2747224.0
8205,Depok,138.0,59.0,9.0,2.0,2575987.0
8206,Jakarta,57.0,45.0,9.0,2.0,1752586.34
8207,Tangerang,65.0,53.0,6.0,1.0,1637722.35
8208,Tangerang,165.0,93.0,9.0,3.0,2955994.47
8209,Depok,110.0,98.0,9.0,1.0,2767999.0
8210,Depok,64.0,52.0,5.0,1.0,1593138.0
8211,Depok,199.0,162.0,7.0,1.0,3647728.0
8212,Tangerang,180.0,100.0,3.0,1.0,2331607.41
8213,Tangerang,151.0,101.0,6.0,2.0,2595831.48
8214,Jakarta,103.0,91.0,9.0,2.0,2499307.62
8215,Depok,63.0,51.0,2.0,2.0,1419198.0
8216,Depok,85.0,62.0,6.0,2.0,1945066.0
8217,Depok,154.0,61.0,2.0,3.0,2002082.0
8218,Depok,131.0,99.0,2.0,1.0,2174521.0
8219,Depok,116.0,106.0,6.0,1.0,2541405.0
8220,Tangerang,59.0,47.0,2.0,1.0,1160957.16
8221,Tangerang,98.0,86.0,7.0,3.0,2285105.13
8222,Depok,160.0,57.0,4.0,3.0,2142337.0
8223,Depok,114.0,102.0,3.0,2.0,2202169.0
8224,Tangerang,106.0,94.0,6.0,1.0,2243469.69
8225,Tangerang,76.0,64.0,8.0,1.0,2025738.99
8226,Jakarta,162.0,112.0,4.0,3.0,2575338.4
8227,Tangerang,182.0,121.0,9.0,1.0,3192537.15
8228,Jakarta,120.0,108.0,2.0,3.0,2085425.78
8229,Depok,132.0,62.0,2.0,2.0,1861536.0
8230,Depok,106.0,94.0,3.0,3.0,2154656.0
8231,Depok,169.0,101.0,4.0,1.0,2602301.0
8232,Tangerang,142.0,111.0,4.0,3.0,2526765.12
8233,Tangerang,64.0,52.0,6.0,3.0,1739725.02
8234,Depok,160.0,158.0,9.0,2.0,3662913.0
8235,Depok,150.0,57.0,2.0,1.0,1853107.0
8236,Jakarta,168.0,144.0,8.0,1.0,3161302.02
8237,Tangerang,125.0,113.0,5.0,2.0,2457937.35
8238,Tangerang,69.0,57.0,9.0,3.0,2096700.21
8239,Jakarta,180.0,112.0,8.0,3.0,3000470.63
8240,Depok,122.0,110.0,6.0,1.0,2608522.0
8241,Depok,171.0,130.0,6.0,3.0,3129841.0
8242,Tangerang,90.0,78.0,6.0,2.0,2020511.79
8243,Tangerang,179.0,167.0,3.0,1.0,3034227.2399999998
8244,Depok,72.0,60.0,3.0,3.0,1629224.0
8245,Jakarta,72.0,60.0,9.0,2.0,2067738.66
8246,Jakarta,193.0,143.0,6.0,2.0,3211136.43
8247,Jakarta,58.0,46.0,7.0,1.0,1603174.01
8248,Tangerang,62.0,50.0,5.0,1.0,1472119.11
8249,Jakarta,100.0,88.0,4.0,3.0,2028675.9
8250,Tangerang,113.0,101.0,4.0,3.0,2205200.25
8251,Tangerang,101.0,89.0,2.0,3.0,1880286.21
8252,Depok,87.0,75.0,4.0,2.0,1956533.0
8253,Depok,149.0,72.0,8.0,2.0,2637322.0
8254,Jakarta,195.0,111.0,4.0,3.0,2749480.58
8255,Jakarta,100.0,60.0,5.0,1.0,1743886.2
8256,Tangerang,186.0,122.0,4.0,2.0,2743703.82
8257,Depok,190.0,167.0,8.0,2.0,3724465.0
8258,Depok,104.0,92.0,5.0,3.0,2360482.0
8259,Tangerang,158.0,138.0,3.0,1.0,2604208.86
8260,Jakarta,93.0,81.0,5.0,2.0,1991038.25
8261,Jakarta,159.0,58.0,3.0,1.0,1783666.06
8262,Tangerang,177.0,61.0,5.0,2.0,2176674.39
8263,Depok,154.0,142.0,6.0,1.0,3108100.0
8264,Tangerang,59.0,47.0,8.0,1.0,1767608.3699999999
8265,Tangerang,149.0,57.0,7.0,2.0,2274698.25
8266,Jakarta,197.0,85.0,9.0,1.0,2874043.88
8267,Depok,158.0,146.0,3.0,2.0,2949756.0
8268,Jakarta,157.0,99.0,3.0,2.0,2202990.79
8269,Jakarta,189.0,156.0,4.0,1.0,3068202.24
8270,Depok,195.0,58.0,3.0,2.0,2157454.0
8271,Jakarta,143.0,116.0,5.0,1.0,2535511.07
8272,Tangerang,112.0,102.0,6.0,2.0,2392659.72
8273,Tangerang,133.0,131.0,6.0,1.0,2719716.12
8274,Depok,74.0,62.0,4.0,2.0,1753975.0
8275,Tangerang,61.0,49.0,5.0,2.0,1524325.77
8276,Tangerang,198.0,102.0,5.0,3.0,2773720.62
8277,Tangerang,74.0,62.0,2.0,2.0,1426532.58
8278,Tangerang,60.0,48.0,9.0,2.0,1874187.81
8279,Jakarta,113.0,101.0,3.0,1.0,1968360.72
8280,Tangerang,175.0,68.0,4.0,1.0,2129640.48
8281,Depok,99.0,87.0,6.0,1.0,2304656.0
8282,Jakarta,138.0,135.0,8.0,1.0,2953612.69
8283,Tangerang,148.0,119.0,7.0,3.0,2880221.85
8284,Tangerang,165.0,96.0,2.0,3.0,2306323.8
8285,Depok,145.0,133.0,9.0,1.0,3208843.0
8286,Jakarta,63.0,51.0,5.0,1.0,1437747.12
8287,Tangerang,50.0,38.0,3.0,1.0,1072838.25
8288,Depok,74.0,62.0,6.0,1.0,1917585.0
8289,Jakarta,121.0,85.0,8.0,2.0,2412660.73
8290,Jakarta,118.0,106.0,2.0,1.0,1979644.44
8291,Tangerang,182.0,113.0,5.0,2.0,2712828.69
8292,Depok,154.0,56.0,6.0,1.0,2191845.0
8293,Depok,196.0,169.0,6.0,3.0,3642960.0
8294,Tangerang,72.0,71.0,5.0,3.0,1855000.6199999999
8295,Tangerang,58.0,46.0,5.0,1.0,1448518.5
8296,Tangerang,167.0,159.0,4.0,3.0,3125198.34
8297,Depok,143.0,95.0,6.0,3.0,2633517.0
8298,Jakarta,193.0,77.0,5.0,3.0,2437546.12
8299,Tangerang,82.0,70.0,7.0,3.0,2122173.9
8300,Tangerang,179.0,84.0,9.0,2.0,2824080.93
8301,Jakarta,63.0,51.0,8.0,2.0,1761022.87
8302,Jakarta,50.0,38.0,8.0,2.0,1593638.6
8303,Depok,139.0,58.0,7.0,2.0,2284089.0
8304,Tangerang,138.0,71.0,8.0,1.0,2373658.65
8305,Depok,193.0,119.0,2.0,3.0,2712882.0
8306,Jakarta,139.0,127.0,8.0,3.0,2970859.45
8307,Tangerang,63.0,51.0,3.0,1.0,1293751.8
8308,Depok,160.0,114.0,8.0,1.0,3040503.0
8309,Depok,192.0,189.0,7.0,2.0,3866555.0
8310,Jakarta,132.0,92.0,4.0,2.0,2106379.24
8311,Tangerang,121.0,66.0,5.0,3.0,2093585.67
8312,Depok,179.0,117.0,3.0,1.0,2636241.0
8313,Depok,76.0,64.0,4.0,3.0,1792201.0
8314,Jakarta,123.0,111.0,6.0,1.0,2418765.17
8315,Tangerang,148.0,93.0,3.0,2.0,2183907.33
8316,Jakarta,121.0,109.0,7.0,3.0,2580640.9
8317,Depok,72.0,60.0,4.0,3.0,1742266.0
8318,Tangerang,117.0,56.0,5.0,1.0,1794615.57
8319,Jakarta,191.0,103.0,5.0,3.0,2758764.5
8320,Tangerang,166.0,95.0,8.0,2.0,2798568.63
8321,Tangerang,155.0,143.0,,3.0,2842768.17
8322,Tangerang,142.0,53.0,6.0,1.0,1989727.74
8323,Depok,114.0,102.0,8.0,3.0,2792201.0
8324,Tangerang,117.0,110.0,7.0,2.0,2572214.04
8325,Jakarta,177.0,160.0,4.0,1.0,2991110.96
8326,Tangerang,112.0,86.0,2.0,1.0,1809493.29
8327,Tangerang,162.0,52.0,4.0,2.0,1921747.41
8328,Depok,139.0,62.0,4.0,1.0,1992780.0
8329,Jakarta,130.0,118.0,7.0,1.0,2689266.4
8330,Tangerang,152.0,125.0,5.0,3.0,2815480.8
8331,Depok,165.0,57.0,8.0,1.0,2480775.0
8332,Depok,62.0,50.0,6.0,3.0,1773966.0
8333,Tangerang,173.0,58.0,8.0,2.0,2512361.61
8334,Tangerang,196.0,127.0,4.0,2.0,2917859.67
8335,Tangerang,137.0,125.0,3.0,2.0,2463767.46
8336,Depok,60.0,48.0,5.0,2.0,1593696.0
8337,Tangerang,64.0,52.0,5.0,1.0,1537866.99
8338,Depok,59.0,47.0,9.0,1.0,2007401.0
8339,Jakarta,90.0,78.0,4.0,3.0,1820599.74
8340,Tangerang,122.0,110.0,7.0,3.0,2678118.3
8341,Jakarta,101.0,89.0,3.0,3.0,1901708.8
8342,Jakarta,177.0,146.0,4.0,1.0,2907437.5100000002
8343,Jakarta,77.0,65.0,3.0,3.0,1551692.29
8344,Depok,114.0,105.0,5.0,1.0,2437116.0
8345,Depok,66.0,,3.0,2.0,1528337.0
8346,Depok,144.0,132.0,8.0,1.0,3182108.0
8347,Depok,187.0,59.0,4.0,2.0,2229590.0
8348,Jakarta,112.0,93.0,2.0,3.0,1943009.72
8349,Depok,87.0,75.0,2.0,1.0,1651465.0
8350,Jakarta,119.0,107.0,3.0,3.0,2189682.02
8351,Jakarta,153.0,141.0,7.0,3.0,3124483.48
8352,Depok,102.0,68.0,4.0,2.0,1979112.0
8353,Jakarta,168.0,129.0,6.0,3.0,2914154.0100000002
8354,Depok,123.0,111.0,2.0,1.0,2225607.0
8355,Jakarta,103.0,50.0,9.0,3.0,2111680.73
8356,Tangerang,69.0,57.0,5.0,2.0,1654392.96
8357,Depok,128.0,76.0,8.0,2.0,2563461.0
8358,Jakarta,80.0,51.0,4.0,3.0,1510838.8
8359,Depok,184.0,172.0,4.0,2.0,3429482.0
8360,Jakarta,107.0,68.0,8.0,3.0,2211385.91
8361,Depok,154.0,142.0,2.0,2.0,2747904.0
8362,Tangerang,59.0,47.0,8.0,3.0,1867057.83
8363,Tangerang,59.0,47.0,8.0,3.0,1831373.28
8364,Depok,88.0,76.0,6.0,1.0,2067328.0
8365,Depok,86.0,74.0,9.0,1.0,2410005.0
8366,Jakarta,168.0,106.0,8.0,3.0,2887357.7
8367,Jakarta,116.0,104.0,5.0,1.0,2200897.06
8368,Depok,92.0,80.0,6.0,1.0,2200273.0
8369,Tangerang,101.0,89.0,5.0,2.0,2128389.12
8370,Tangerang,150.0,98.0,2.0,1.0,2059966.26
8371,Depok,105.0,93.0,4.0,2.0,2220592.0
8372,Jakarta,125.0,54.0,5.0,1.0,1755435.55
8373,Depok,117.0,106.0,4.0,1.0,2386301.0
8374,Depok,186.0,141.0,3.0,3.0,3022648.0
8375,Tangerang,155.0,85.0,3.0,1.0,2106914.04
8376,Tangerang,174.0,162.0,9.0,3.0,3604139.55
8377,Jakarta,141.0,129.0,2.0,3.0,2465714.0100000002
8378,Jakarta,72.0,60.0,9.0,3.0,2082753.32
8379,Depok,158.0,62.0,2.0,3.0,1997674.0
8380,Depok,110.0,98.0,7.0,1.0,2541486.0
8381,Depok,93.0,81.0,2.0,3.0,1867373.0
8382,Depok,65.0,53.0,3.0,1.0,1476931.0
8383,Tangerang,71.0,59.0,5.0,1.0,1593405.99
8384,Jakarta,106.0,94.0,8.0,2.0,2487152.27
8385,Jakarta,111.0,105.0,8.0,2.0,2533471.88
8386,Jakarta,156.0,94.0,8.0,2.0,2699078.55
8387,Jakarta,120.0,109.0,6.0,3.0,2515469.64
8388,Tangerang,139.0,103.0,8.0,1.0,2723843.43
8389,Depok,121.0,86.0,2.0,1.0,1981107.0
8390,Jakarta,119.0,86.0,8.0,3.0,2447355.24
8391,Jakarta,79.0,63.0,6.0,2.0,1791615.77
8392,Depok,152.0,144.0,6.0,2.0,3182267.0
8393,Tangerang,81.0,69.0,3.0,1.0,1546605.72
8394,Tangerang,135.0,91.0,7.0,1.0,2429508.51
8395,Jakarta,106.0,50.0,5.0,1.0,1600437.92
8396,Jakarta,158.0,72.0,3.0,2.0,2026833.66
8397,Jakarta,58.0,46.0,2.0,1.0,1063269.42
8398,Tangerang,80.0,68.0,3.0,2.0,1574784.09
8399,Jakarta,120.0,67.0,3.0,2.0,1745164.86
8400,Depok,186.0,98.0,3.0,2.0,2592135.0
8401,Tangerang,62.0,50.0,2.0,3.0,1286387.19
8402,Tangerang,180.0,164.0,2.0,3.0,3003521.4
8403,Depok,84.0,72.0,9.0,1.0,2353791.0
8404,Depok,70.0,55.0,3.0,2.0,1550521.0
8405,Tangerang,113.0,102.0,3.0,1.0,2023042.23
8406,Jakarta,144.0,74.0,6.0,2.0,2189732.52
8407,Tangerang,83.0,71.0,9.0,1.0,2221159.05
8408,Jakarta,170.0,114.0,5.0,1.0,2594484.97
8409,Depok,64.0,52.0,6.0,3.0,1888354.0
8410,Jakarta,169.0,57.0,7.0,3.0,2326339.06
8411,Depok,145.0,88.0,5.0,3.0,2470410.0
8412,Jakarta,55.0,43.0,9.0,3.0,1810257.34
8413,Jakarta,158.0,92.0,7.0,2.0,2596487.8
