,Brand,Engine Size,Horsepower,Mileage,Price
7478,BMW,2,170,188128,56349.84
7479,Honda,1,270,49961,67853.9
7480,Honda,5,305,175088,100083.2
7481,BMW,2,287,72215,99768.59999999999
7482,Honda,4,155,159797,60925.3
7483,Honda,1,252,176652,52285.8
7484,BMW,3,225,141225,85996.2
7485,Honda,2,360,119089,89526.1
7486,BMW,4,116,186908,419754.23999999993
7487,Honda,2,171,80824,54451.6
7488,BMW,4,136,32295,92518.2
7489,Honda,2,346,83417,88689.3
7490,BMW,3,289,125001,104209.07999999999
7491,Toyota,5,195,27084,90098.6
7492,BMW,4,190,169713,682221.12
7493,BMW,1,228,104717,66372.36
7494,BMW,1,148,169435,40757.4
7495,BMW,2,138,53064,63369.119999999995
7496,BMW,5,323,18985,149369.4
7497,BMW,4,238,9790,116084.4
7498,Honda,5,358,60200,122253.0
7499,Honda,2,373,180989,86194.1
7500,BMW,4,360,115712,133152.96
7501,Honda,1,103,134438,22376.199999999997
7502,Honda,1,103,127251,23928.9
7503,Honda,4,107,177636,51927.399999999994
7504,BMW,4,326,159526,125062.07999999999
7505,BMW,4,226,184161,93733.07999999999
7506,Honda,1,200,13773,54520.7
7507,Honda,4,390,49700,120332.0
7508,Honda,4,345,98923,105111.7
7509,Honda,5,284,113984,102811.6
7510,BMW,2,376,71975,122805.0
7511,Toyota,5,241,9448,99321.2
7512,BMW,2,304,157970,94921.2
7513,Honda,2,147,11630,53622.0
7514,BMW,2,255,151468,80624.64
7515,BMW,1,364,105894,104112.72
7516,Toyota,1,280,114691,55765.9
7517,Toyota,4,229,35555,87030.5
7518,Toyota,5,131,10994,382658.0
7519,Honda,5,343,189183,105274.7
7520,Toyota,4,242,27982,89600.8
7521,BMW,5,388,78417,156344.76
7522,Honda,4,252,26869,96596.1
7523,BMW,3,312,94341,113452.68
7524,BMW,5,283,95305,128836.2
7525,Toyota,1,373,105267,76438.3
7526,BMW,3,223,7626,102319.68
7527,Toyota,4,318,22438,103351.2
7528,Honda,1,101,185204,17141.6
7529,Honda,5,230,178334,84280.6
7530,Honda,2,311,89733,80959.7
7531,Toyota,4,287,153878,85598.2
7532,Toyota,5,137,189929,62117.1
7533,BMW,5,299,157564,129162.72
7534,Honda,4,296,93783,99132.7
7535,BMW,4,318,75673,130958.04
7536,Honda,4,331,34887,111187.3
7537,BMW,5,398,38833,165663.24000000002
7538,Honda,3,241,113169,74912.1
7539,BMW,2,136,127838,56993.03999999999
7540,Honda,5,239,54986,100549.4
7541,Toyota,4,143,145281,58547.9
7542,Honda,3,202,153929,64938.1
7543,BMW,2,204,155272,70889.76
7544,Toyota,3,223,76746,70599.4
7545,Toyota,4,320,89693,95403.7
7546,Toyota,2,194,23992,59014.8
7547,Toyota,3,315,8891,93844.9
7548,Toyota,3,370,141681,90606.9
7549,Toyota,3,350,11489,101847.1
7550,Honda,2,259,183949,61269.1
7551,BMW,4,290,112917,120215.16
7552,Honda,2,314,149370,74448.0
7553,Honda,3,245,134780,75179.0
7554,Toyota,3,344,139144,88580.6
7555,Toyota,4,210,157597,68181.3
7556,BMW,1,307,117484,83992.32
7557,Honda,4,216,27322,87335.8
7558,BMW,2,392,119746,116345.27999999998
7559,BMW,3,364,108823,126672.84
7560,Toyota,5,354,113922,112457.8
7561,BMW,3,113,168661,60170.27999999999
7562,Honda,1,308,157499,64076.1
7563,Toyota,1,117,30427,32387.3
7564,BMW,4,352,142873,132584.03999999998
7565,Toyota,5,118,199872,53842.8
7566,BMW,2,385,42115,126493.79999999999
7567,BMW,4,138,33251,90287.87999999999
7568,BMW,3,363,146423,123054.84
7569,BMW,5,325,50114,144827.52
7570,Toyota,3,169,54979,58582.1
7571,BMW,5,307,100581,135175.08
7572,Honda,5,153,50625,81017.5
7573,Toyota,5,357,64755,118412.5
7574,Toyota,2,377,132681,82622.9
7575,Toyota,5,104,28768,69599.2
7576,Honda,4,329,64693,106034.7
7577,Toyota,1,185,109887,38779.3
7578,BMW,5,272,100476,126026.87999999999
7579,Toyota,2,347,155134,76663.6
7580,Honda,3,192,138340,60206.0
7581,Honda,5,135,37148,82174.2
7582,Toyota,1,370,156420,71685.0
7583,Honda,2,308,149682,75637.8
7584,BMW,2,270,156991,82333.07999999999
7585,Toyota,3,269,158089,69435.1
7586,BMW,5,345,152744,137885.52
7587,BMW,4,243,126736,103669.68
7588,BMW,5,184,169695,101343.0
7589,Toyota,2,127,75603,37875.7
7590,Toyota,5,154,148910,66294.0
7591,Honda,4,253,46676,92391.4
7592,Toyota,4,180,68555,72100.5
7593,BMW,2,100,183985,42645.0
7594,Honda,1,305,1930,78762.0
7595,BMW,2,335,169840,101672.4
7596,Toyota,4,284,164245,81980.5
7597,Honda,4,331,164551,96433.9
7598,Toyota,5,252,66037,98039.3
7599,Honda,3,132,169900,46344.0
7600,Toyota,4,341,123766,98090.4
7601,Toyota,1,356,3840,82632.0
7602,Honda,2,140,107378,232426.0
7603,Toyota,4,284,189902,80517.8
7604,Honda,5,328,74797,113919.3
7605,Honda,5,138,163400,67619.0
7606,Toyota,3,285,12087,90383.3
7607,BMW,2,305,153839,92065.32
7608,Honda,4,359,45047,114365.3
7609,Toyota,3,266,41934,81669.6
7610,BMW,1,301,29414,96928.32
7611,Toyota,4,160,195891,52825.899999999994
7612,BMW,3,346,167618,933323.5199999999
7613,BMW,1,176,3055,66954.59999999999
7614,Honda,5,134,151990,66642.0
7615,Toyota,2,331,186277,72130.3
7616,Toyota,2,355,78523,583279.9
7617,Toyota,1,105,149223,18529.699999999997
7618,Toyota,4,209,103014,72337.6
7619,BMW,2,370,63672,119986.56
7620,BMW,2,279,171323,82510.43999999999
7621,Toyota,1,288,160560,421976.0
7622,Toyota,1,221,36647,52601.3
7623,BMW,5,113,39686,95465.27999999998
7624,Toyota,1,178,41382,45994.8
7625,Toyota,1,370,138764,73881.6
7626,Toyota,3,223,70992,69673.8
7627,BMW,4,245,52512,114716.16
7628,Honda,3,181,77096,65363.4
7629,Toyota,1,360,8835,86057.5
7630,Toyota,5,152,6884,82779.6
7631,Toyota,4,161,102287,66884.3
7632,Honda,3,390,193863,95277.7
7633,Toyota,3,198,111929,60813.1
7634,Toyota,4,359,155895,96990.5
7635,BMW,1,108,78106,46303.68
7636,Honda,4,292,7430,103835.0
7637,BMW,3,383,65066,136262.87999999998
7638,Toyota,2,173,123252,45200.8
7639,Toyota,4,293,147966,85581.4
7640,Toyota,5,270,98223,94252.7
7641,Toyota,3,391,182322,90770.8
7642,BMW,3,329,176830,105834.0
7643,BMW,2,327,137820,103035.59999999999
7644,Toyota,2,252,91346,63579.4
7645,BMW,2,378,165247,109029.96
7646,Toyota,2,125,15135,43964.5
7647,Toyota,1,296,162956,56350.4
7648,Honda,4,113,119004,545594.4
7649,Honda,5,250,31430,105344.0
7650,BMW,5,268,192670,579762.0
7651,BMW,3,391,131445,130366.2
7652,Honda,1,112,148276,24150.4
7653,BMW,3,302,8777,123776.76
7654,BMW,5,373,38826,160717.68
7655,Toyota,4,379,125453,105829.7
7656,Honda,1,251,43374,60947.6
7657,BMW,1,319,149601,85556.27999999998
7658,Toyota,5,110,41201,71008.9
7659,Toyota,3,120,115330,46271.0
7660,BMW,4,109,148670,482773.19999999995
7661,Toyota,1,361,135280,73125.0
7662,BMW,3,321,107738,116894.64
7663,Honda,1,191,59747,47286.3
7664,Honda,3,343,64215,97851.5
7665,Honda,2,206,182989,456471.89999999997
7666,BMW,3,228,52863,97007.64
7667,BMW,5,228,138202,115952.16
7668,Toyota,4,238,193382,70261.8
7669,BMW,1,116,192291,33304.67999999999
7670,Honda,3,183,31707,69395.3
7671,Honda,5,276,178127,95233.3
7672,BMW,4,306,67203,129070.43999999999
7673,Toyota,3,398,70348,106800.2
7674,BMW,3,332,98869,119494.92
7675,Toyota,1,358,19156,80273.4
7676,Honda,2,105,84521,41259.9
7677,BMW,1,150,121131,46442.28
7678,BMW,2,221,34559,89685.72
7679,BMW,4,188,33524,106895.52
7680,Honda,1,273,118028,60066.2
7681,BMW,5,163,179154,89866.32
7682,Toyota,5,397,69619,123920.1
7683,Honda,5,137,99402,73868.8
7684,Toyota,5,193,79670,85285.0
7685,Honda,2,379,66254,97674.6
7686,BMW,3,303,1863,120551.63999999998
7687,BMW,4,343,42326,139195.68
7688,Toyota,5,255,17243,103628.7
7689,Honda,4,251,114438,84575.2
7690,Honda,1,298,177643,57683.7
7691,BMW,2,320,139505,96133.8
7692,Toyota,2,108,46190,41840.0
7693,BMW,2,304,73333,100560.84
7694,BMW,3,215,96368,90170.64
7695,Honda,3,137,142202,434410.2
7696,Toyota,2,361,193078,76435.2
7697,Toyota,3,259,189045,65042.5
7698,Toyota,4,325,21090,106106.0
7699,BMW,4,364,54733,142098.84
7700,Toyota,4,293,23534,96680.6
7701,Toyota,4,118,103629,53934.1
7702,Honda,1,321,19357,79529.3
7703,Honda,1,210,51207,54805.3
7704,BMW,2,209,63936,80837.27999999998
7705,Honda,5,169,193398,71732.2
7706,Toyota,3,261,100028,598049.6
7707,Honda,3,284,21096,90506.4
7708,Honda,2,138,6962,56758.8
7709,Honda,3,100,3806,58033.4
7710,BMW,4,210,176429,92542.92
7711,Honda,3,211,7029,79244.1
7712,Toyota,2,325,110582,76854.8
7713,BMW,3,209,38770,93926.4
7714,Toyota,2,383,96564,91364.6
7715,Toyota,3,236,30172,76543.8
7716,Honda,4,265,69907,92975.3
7717,BMW,5,119,13801,100282.68
7718,Toyota,1,235,14930,55533.0
7719,Honda,1,135,807,43575.3
7720,BMW,4,209,87187,102585.96
7721,Toyota,3,370,182276,86767.4
7722,Honda,2,133,25592,52147.8
7723,BMW,3,283,73364,112386.72
7724,Toyota,4,279,83816,88956.4
7725,BMW,2,217,30792,86330.16
7726,Toyota,5,244,34058,99922.2
7727,Honda,2,124,9386,53822.4
7728,Toyota,1,144,152364,24072.6
7729,Honda,3,275,71551,87471.9
7730,BMW,5,201,57493,114278.04
7731,BMW,5,333,107063,140043.24
7732,Toyota,2,311,33827,78882.3
7733,Toyota,1,195,156015,36136.5
7734,Toyota,1,160,196959,22700.1
7735,BMW,1,260,85443,79317.23999999999
7736,BMW,5,192,88073,109089.23999999999
7737,Honda,2,361,161325,85080.5
7738,Honda,5,261,20220,108876.0
7739,Toyota,1,345,10517,82046.3
7740,Toyota,1,226,180809,39099.1
7741,BMW,2,223,142213,73737.23999999999
7742,Toyota,1,283,148046,52809.4
7743,Honda,5,212,4243,100369.7
7744,BMW,2,106,131088,50936.63999999999
7745,Honda,5,323,133685,106492.5
7746,Honda,4,385,87030,116632.0
7747,Toyota,4,187,176106,62593.399999999994
7748,BMW,5,145,19818,109059.84
7749,Toyota,3,376,128386,95163.4
7750,Toyota,1,225,42889,55516.1
7751,Toyota,4,362,14119,114588.1
7752,Toyota,5,248,11847,100360.3
7753,Toyota,2,145,197936,33337.399999999994
7754,BMW,5,116,83680,92864.4
7755,BMW,4,358,113328,137555.03999999998
7756,BMW,1,135,126759,43828.92
7757,Honda,5,266,11120,107971.0
7758,Toyota,4,299,136315,89694.5
7759,BMW,5,325,149004,133987.92
7760,Honda,5,339,108108,112341.2
7761,BMW,4,210,98031,103343.87999999999
7762,Toyota,3,297,3532,93171.8
7763,Honda,2,377,81512,93563.8
7764,Toyota,2,296,180607,396583.80000000005
7765,BMW,2,267,53832,97754.16
7766,Toyota,4,353,23325,110286.5
7767,Honda,3,142,38960,64197.0
7768,Honda,1,215,62752,51851.8
7769,Toyota,1,283,46201,64001.9
7770,BMW,1,291,142680,81763.2
7771,BMW,3,117,54965,73717.8
7772,Honda,1,236,152029,51140.1
7773,Toyota,4,157,52416,68202.4
7774,Honda,5,116,65732,71638.8
7775,Toyota,1,269,90711,56037.9
7776,BMW,5,276,134352,124719.36
7777,BMW,3,382,121029,130473.72
7778,Honda,2,200,71084,59045.6
7779,BMW,5,287,58562,135634.56
7780,Toyota,5,341,179817,102429.3
7781,Honda,1,236,194360,44001.0
7782,Toyota,5,227,143119,81826.1
7783,Honda,1,135,89779,37651.1
7784,Toyota,2,113,92020,33727.0
7785,BMW,5,170,178651,91367.87999999999
7786,Honda,2,373,192132,84971.8
7787,Honda,2,193,165166,49644.399999999994
7788,Toyota,1,184,154962,36037.8
7789,BMW,2,187,198051,60226.67999999999
7790,Toyota,5,397,74103,125084.7
7791,Honda,5,173,185189,72294.1
7792,BMW,1,213,56336,73478.88
7793,BMW,2,224,53699,89049.72
7794,Honda,2,385,144941,88416.9
7795,Honda,2,338,27783,92359.7
7796,Honda,2,223,147328,59845.2
7797,BMW,4,323,191187,119112.36
7798,Honda,1,189,62620,51402.0
7799,Toyota,3,290,131167,75334.3
7800,BMW,3,105,178106,56916.47999999999
7801,Honda,4,225,26694,89195.6
7802,Honda,2,396,160615,90942.5
7803,BMW,5,135,175589,86181.72
7804,Toyota,2,374,162816,83056.4
7805,Honda,2,314,65631,84102.9
7806,BMW,3,325,142000,904771.2
7807,Honda,4,266,89295,91769.5
7808,BMW,1,357,72255,102010.2
7809,Honda,2,105,30827,45346.3
7810,Honda,1,387,52494,90894.6
7811,Honda,1,268,63637,64996.3
7812,Toyota,4,229,179310,72175.0
7813,BMW,5,211,25431,125312.27999999998
7814,BMW,2,312,173425,91879.8
7815,Honda,3,369,82367,100946.3
7816,BMW,3,183,161831,76319.88
7817,Toyota,3,160,3204,66241.6
7818,Honda,1,357,130976,75586.4
7819,Toyota,5,336,77676,113027.4
7820,BMW,5,105,154811,80408.27999999998
7821,BMW,4,105,114,87249.12000000001
7822,BMW,1,221,81390,72706.8
7823,Toyota,5,192,117185,79965.5
7824,Honda,3,390,28223,111500.7
7825,Honda,3,344,53145,98761.5
7826,Honda,3,124,170794,46685.6
7827,Toyota,5,159,69715,77322.5
7828,BMW,3,228,45903,97230.84
7829,BMW,5,390,78217,1117630.9199999997
7830,Honda,5,343,108776,113089.4
7831,BMW,2,338,100430,110686.8
7832,BMW,3,168,84426,666128.6399999999
7833,BMW,5,364,173332,141904.56
7834,Toyota,5,375,70089,119511.1
7835,BMW,3,167,21007,88721.16
7836,BMW,3,203,191162,444000.96
7837,BMW,3,161,145487,72659.16
7838,BMW,4,247,70612,114711.36
7839,Honda,3,304,30858,95888.2
7840,BMW,2,206,65830,77766.0
7841,Honda,1,166,24682,49278.8
7842,Toyota,5,356,77823,117473.7
7843,Toyota,3,132,17994,57941.6
7844,BMW,4,276,2239,1170515.88
7845,Honda,5,390,63847,128635.3
7846,Honda,5,205,92277,88499.3
7847,BMW,2,118,146339,46771.32
7848,Toyota,4,284,198434,78937.6
7849,BMW,5,324,135921,136773.47999999998
7850,Toyota,2,266,149711,58626.9
7851,Honda,4,316,107179,102276.1
7852,Toyota,4,272,108385,85872.5
7853,BMW,3,159,38153,85862.04
7854,BMW,4,352,116562,814865.76
7855,Toyota,2,156,71007,46661.3
7856,Honda,4,101,48673,64848.7
7857,Toyota,4,141,69106,64561.4
7858,Toyota,4,126,188574,48373.6
7859,BMW,3,225,91590,92504.4
7860,BMW,5,227,179469,108813.72
7861,BMW,4,200,150152,92711.76
7862,Honda,1,310,144839,63445.1
7863,BMW,5,289,150531,128606.27999999998
7864,Toyota,1,398,99245,80451.5
7865,Honda,4,101,178307,51287.3
7866,Honda,3,128,112888,49340.2
7867,BMW,2,375,87769,119253.72
7868,Toyota,5,259,90283,97458.7
7869,BMW,4,120,110135,79313.4
7870,Honda,1,343,168129,68882.1
7871,BMW,4,272,89190,120409.2
7872,Honda,2,367,126167,90437.3
7873,Toyota,4,268,48625,92779.5
7874,BMW,1,349,106891,100130.27999999998
7875,BMW,1,248,161441,66128.28
7876,Toyota,4,364,5104,115336.6
7877,BMW,4,307,172509,115615.32
7878,BMW,5,310,69467,141551.16
7879,Honda,3,365,64884,101651.6
7880,Honda,2,288,78803,77938.7
7881,BMW,3,106,111799,61874.52
7882,Honda,4,230,153291,77957.9
7883,Honda,3,369,166157,96821.3
7884,Honda,2,122,41557,49650.3
7885,BMW,3,155,38697,85064.76
7886,Toyota,2,277,117251,66060.9
7887,Toyota,1,397,147230,78708.0
7888,Honda,1,128,117146,30637.4
7889,Honda,4,299,25010,106780.0
7890,Honda,3,369,127651,99701.9
7891,Toyota,1,342,81459,72270.1
7892,BMW,3,211,95942,91840.56
7893,Toyota,1,158,189180,27381.0
7894,BMW,4,343,98285,135345.0
7895,Toyota,1,210,163652,36201.8
7896,Honda,1,314,65959,75369.1
7897,Toyota,2,393,2145,98725.5
7898,Honda,4,309,35976,107106.4
7899,Honda,5,355,161414,111197.6
7900,BMW,3,249,195952,89303.76
7901,Honda,5,120,75049,75176.1
7902,Toyota,5,166,9133,83737.7
7903,BMW,2,209,101975,77963.4
7904,Toyota,5,147,151872,66344.8
7905,Honda,1,366,178183,71434.7
7906,Toyota,2,358,18832,94712.8
7907,Toyota,2,351,126605,79853.5
7908,BMW,2,234,79437,84438.36
7909,Honda,4,244,85420,87547.0
7910,BMW,5,306,187234,123892.32
7911,Honda,2,142,74981,416330.10000000003
7912,BMW,1,383,49627,110970.36
7913,Toyota,1,209,161656,40328.4
7914,Toyota,2,169,23369,54439.1
7915,BMW,4,300,77081,619169.4
7916,Toyota,3,137,14203,56946.7
7917,BMW,2,278,28878,100776.23999999999
7918,BMW,3,296,185523,102303.23999999999
7919,Honda,4,145,142334,59977.6
7920,Toyota,2,284,87235,69452.5
7921,Honda,2,175,127309,48852.1
7922,Honda,1,248,11892,64573.8
7923,Toyota,2,324,26514,86386.6
7924,Toyota,2,201,152716,47345.4
7925,BMW,2,120,93673,58372.439999999995
7926,Toyota,1,151,113697,33047.3
7927,Honda,3,163,83217,61761.3
7928,BMW,1,232,41589,77796.12
7929,BMW,1,142,183197,37859.159999999996
7930,BMW,2,213,128065,74587.8
7931,BMW,2,341,21448,117599.04
7932,Toyota,5,188,20062,89319.8
7933,Honda,5,136,131497,70877.3
7934,BMW,4,315,25889,135525.72
7935,Honda,5,155,187225,67846.5
7936,Toyota,2,230,16742,66055.8
7937,Toyota,4,234,110489,79722.1
7938,Toyota,3,166,167552,50336.8
7939,Honda,5,143,177668,67501.2
7940,BMW,5,307,155699,131271.72
7941,Toyota,2,274,20199,74583.1
7942,Honda,2,208,154570,52103.0
7943,Honda,1,218,71321,51514.9
7944,Honda,1,333,188321,64732.899999999994
7945,BMW,5,161,158002,95398.56
7946,BMW,5,230,125610,113187.59999999999
7947,Honda,4,283,3532,103036.8
7948,Honda,5,272,107960,102241.0
7949,Honda,2,341,93699,85416.1
7950,BMW,2,234,50343,87980.04
7951,Toyota,4,100,82186,51892.4
7952,Toyota,3,185,168865,54372.5
7953,Toyota,3,373,166160,90475.0
7954,BMW,2,362,148801,107321.87999999999
7955,Toyota,1,162,56614,39619.6
7956,Toyota,3,284,119149,77116.1
7957,Honda,1,176,45181,49258.9
7958,BMW,2,109,173602,47000.16
7959,BMW,2,114,72920,57802.799999999996
7960,BMW,1,214,90064,66934.31999999999
7961,Toyota,2,293,27586,543909.7999999999
7962,Toyota,5,252,141866,87110.4
7963,Honda,2,327,162126,75489.4
7964,Honda,5,376,78343,123332.7
7965,Toyota,4,166,99512,64457.8
7966,BMW,1,342,58282,103692.96
7967,Toyota,3,284,186197,71087.3
7968,BMW,4,340,2757,141435.96
7969,BMW,1,373,39425,112804.2
7970,BMW,3,120,99045,65255.399999999994
7971,Toyota,5,211,15434,93571.6
7972,Toyota,3,324,16928,97894.2
7973,Toyota,5,165,19718,82835.2
7974,Honda,2,165,57353,56789.7
7975,Toyota,2,198,42034,55788.6
7976,BMW,5,299,99631,132716.28
7977,BMW,4,277,67741,123007.07999999999
7978,Honda,3,241,30924,80236.6
7979,Toyota,5,140,146194,67389.6
7980,Honda,4,201,43163,83058.7
7981,Honda,3,294,24558,95553.2
7982,Toyota,4,201,106388,586041.6
7983,BMW,5,387,78404,159437.52
7984,Honda,3,148,162540,52931.0
7985,Honda,3,263,140683,74685.7
7986,BMW,4,255,12368,121127.04
7987,Honda,2,317,47465,85123.5
7988,Toyota,3,366,15399,106285.1
7989,Toyota,4,330,52273,105122.7
7990,BMW,2,142,113327,59151.96
7991,Toyota,1,386,72550,84060.0
7992,Honda,4,221,3164,624943.2000000001
7993,BMW,3,366,69589,131193.72
7994,Honda,1,145,175830,29799.0
7995,Toyota,5,109,154503,57285.7
7996,Toyota,1,399,76003,86219.7
7997,BMW,1,173,30161,63563.88
7998,Toyota,1,149,56709,35444.1
7999,Honda,2,363,90108,89394.2
8000,Toyota,2,332,85179,78435.1
8001,Honda,2,335,113593,84061.7
8002,BMW,1,159,57872,56090.16
8003,Toyota,3,164,49688,61648.2
8004,BMW,3,215,125857,85843.56
8005,BMW,1,147,59090,56110.799999999996
8006,Honda,1,274,169100,56557.0
8007,Honda,3,126,44624,58481.6
8008,Honda,4,150,55049,73173.1
8009,Toyota,5,312,141858,99288.2
8010,Honda,1,143,103223,36298.7
8011,Toyota,1,270,173920,47671.0
8012,Toyota,2,298,147673,67494.7
8013,Toyota,2,184,184473,38644.7
8014,Toyota,1,147,170554,27207.6
8015,Toyota,4,221,95391,77025.9
8016,Toyota,4,338,37983,104134.7
8017,Honda,2,128,34828,47186.2
8018,Honda,5,154,194378,67065.2
8019,BMW,1,211,121020,65109.6
8020,Toyota,4,331,40058,104697.2
8021,Toyota,4,388,65287,115063.3
8022,BMW,1,114,124680,36813.6
8023,BMW,5,309,105983,133947.24
8024,Honda,2,145,15536,57059.4
8025,BMW,1,273,148261,73913.88
8026,BMW,5,204,106669,113524.92
8027,Toyota,3,119,21889,52623.1
8028,Honda,3,145,164346,47753.399999999994
8029,Honda,5,188,100163,83953.7
8030,BMW,2,348,112327,110895.96
8031,Toyota,1,211,135703,42378.7
8032,Honda,4,178,117347,72292.3
8033,Toyota,1,234,180239,40488.1
8034,BMW,2,225,90750,80739.59999999999
8035,BMW,3,336,133262,118360.56
8036,Honda,1,230,129355,49425.5
8037,Toyota,5,137,195819,60486.1
8038,Toyota,1,331,152294,560786.4
8039,Honda,1,378,196384,73251.6
8040,Toyota,3,270,163127,71283.3
8041,Honda,3,343,138813,92853.7
8042,Toyota,4,221,55077,82114.3
8043,Honda,3,110,190724,39784.6
8044,Toyota,3,344,145679,88090.1
8045,BMW,1,121,67398,49124.63999999999
8046,Toyota,3,267,34420,81837.0
8047,Honda,1,290,46649,70036.1
8048,Toyota,1,216,22870,51183.0
8049,BMW,5,162,22289,109405.32
8050,Honda,1,100,44624,33672.6
8051,Toyota,4,363,175171,893978.1
8052,Honda,1,367,8768,90005.2
8053,BMW,1,209,56798,70394.64
8054,Honda,2,151,178591,41396.899999999994
8055,BMW,4,366,168735,128741.4
8056,Honda,2,328,21267,92327.3
8057,Honda,5,305,176628,100410.2
8058,Toyota,1,382,185470,70878.0
8059,Honda,4,226,90462,85585.8
8060,Honda,4,108,175555,52322.5
8061,Honda,5,378,77110,126653.0
8062,Toyota,3,147,115674,49826.6
8063,Toyota,4,398,40773,119219.7
8064,Honda,3,110,165942,404647.2
8065,BMW,5,126,73526,95428.07999999999
8066,Honda,3,126,96064,55494.6
8067,Honda,5,125,103547,72226.3
8068,BMW,1,296,3148,95243.04
8069,BMW,1,374,88109,106674.12000000001
8070,BMW,1,224,152240,60508.799999999996
8071,BMW,2,179,96233,67625.64
8072,BMW,4,272,72333,122108.04
8073,Toyota,5,338,159981,102842.9
8074,Toyota,3,287,185695,72008.5
8075,Honda,5,102,109131,65735.9
8076,Toyota,2,125,158764,238372.8
8077,BMW,3,101,59488,65143.439999999995
8078,Toyota,2,293,52175,75198.5
8079,Toyota,3,225,125223,66429.7
8080,Honda,4,357,60083,112856.7
8081,BMW,1,246,129331,72251.88
8082,Honda,1,131,65211,37153.9
8083,Toyota,4,219,120820,76186.0
8084,Toyota,4,238,67036,81772.4
8085,Honda,1,227,149106,46338.4
8086,BMW,5,293,34671,139508.28
8087,BMW,3,163,157472,73751.76
8088,Honda,5,100,173638,61274.2
8089,Toyota,5,240,140756,85914.4
8090,Honda,4,382,29800,122267.0
8091,BMW,1,283,169066,74802.48
8092,BMW,3,284,167341,98357.87999999999
8093,BMW,1,218,96328,66745.43999999999
8094,Honda,1,264,172418,53146.2
8095,Honda,1,352,170716,68374.4
8096,Honda,4,372,24104,121691.6
8097,BMW,1,281,73004,88503.12000000001
8098,Honda,1,162,94701,42012.9
8099,BMW,3,200,196076,73292.87999999999
8100,Honda,4,148,137418,65534.2
8101,BMW,5,385,67078,158210.64
8102,BMW,2,179,10526,83647.68
8103,Honda,1,160,19868,48639.2
8104,Honda,1,308,159592,63510.8
8105,Honda,3,322,103643,93068.7
8106,Toyota,5,365,38540,119600.0
8107,Honda,2,193,78276,57996.4
8108,BMW,3,195,64275,87594.59999999999
8109,Honda,2,105,15961,46424.9
8110,Honda,3,240,112050,75334.0
8111,Toyota,3,180,181783,49125.7
8112,Honda,4,368,116833,109705.7
8113,Toyota,3,284,133162,76604.8
8114,Honda,5,339,190059,104227.1
8115,Honda,4,384,81325,116540.5
8116,Toyota,2,253,165902,54765.8
8117,Honda,4,136,95835,63971.5
8118,Toyota,2,264,174932,57922.8
8119,Toyota,2,136,177552,33451.8
8120,BMW,2,399,57253,126279.23999999999
8121,Toyota,3,160,88475,53645.5
8122,Toyota,5,309,16087,112761.3
8123,Toyota,4,124,41112,63272.8
8124,Honda,2,344,141941,82410.9
8125,Honda,5,247,24979,105841.1
8126,Honda,2,370,19039,99999.1
8127,BMW,2,269,150834,88051.92
8128,BMW,1,335,56131,99423.48
8129,BMW,2,128,61742,62387.76
8130,Toyota,1,339,125938,67272.2
8131,BMW,1,164,144876,50540.88
8132,BMW,2,139,197425,47985.0
8133,Toyota,5,184,151032,74596.8
8134,Honda,5,183,179268,77170.2
8135,Honda,3,297,94784,85721.6
8136,BMW,1,107,30050,46995.6
8137,BMW,5,327,46191,150302.28
8138,Honda,5,172,144035,77906.5
8139,Honda,3,244,114284,73524.6
8140,Honda,1,244,169266,51702.399999999994
8141,BMW,2,203,186191,63086.27999999999
8142,Toyota,1,107,188874,15858.599999999999
8143,Toyota,4,332,70232,103238.8
8144,BMW,5,207,107072,111863.76
8145,BMW,3,286,135004,101561.52
8146,BMW,1,164,134951,48113.88
8147,Toyota,3,314,5038,96696.2
8148,BMW,4,200,172923,828626.7599999999
8149,Toyota,2,216,90280,55949.0
8150,BMW,2,265,192271,81596.27999999998
8151,BMW,5,157,78534,103133.52
8152,Honda,1,157,22579,45253.1
8153,Honda,4,142,86464,66603.6
8154,Toyota,1,233,146803,45581.7
8155,Honda,1,137,79538,35221.2
8156,BMW,3,113,67411,70394.28
8157,Toyota,5,226,11687,94383.3
8158,BMW,5,135,16619,102556.92
8159,Toyota,1,158,21963,43242.7
8160,BMW,1,370,186324,94077.12000000001
8161,BMW,4,397,174651,139871.87999999998
8162,BMW,1,291,60754,90364.32
8163,BMW,5,355,74900,153952.8
8164,BMW,3,209,111924,88287.12000000001
8165,Honda,4,209,86360,80764.0
8166,Toyota,3,110,33266,52959.4
8167,BMW,1,107,48905,44795.4
8168,Toyota,4,163,34246,70455.4
8169,Toyota,3,192,113940,58927.0
8170,BMW,4,241,65310,110113.2
8171,BMW,2,339,195976,96736.07999999999
8172,BMW,2,331,11471,116828.27999999998
8173,Honda,5,179,174259,78295.1
8174,Honda,4,159,98106,68806.4
8175,BMW,4,161,10970,99256.8
8176,BMW,5,173,33173,111593.64
8177,BMW,2,298,35458,106707.84
8178,BMW,4,139,49999,89376.12000000001
8179,Toyota,5,378,42368,123822.2
8180,Honda,5,304,146837,105618.3
8181,BMW,4,318,82732,131675.76
8182,Toyota,2,236,75400,62038.0
8183,BMW,3,101,108717,64503.96
8184,Toyota,2,275,104500,66181.0
8185,Toyota,4,130,116049,54974.1
